rider,stage,position,gap,stage_time
MINALI Riccardo,5,25,0,14821
DEKKER David,5,26,0,14821
SOLER Marc,5,27,0,14821
MOLANO Juan Sebastián,5,28,0,14821
VAN EMDEN Jos,5,29,0,14821
SÁNCHEZ Luis León,5,30,0,14821
VENDRAME Andrea,5,31,0,14821
FELLINE Fabio,5,32,0,14821
MARTIN Dan,5,33,0,14821
IZAGIRRE Gorka,5,34,0,14821
CAVAGNA Rémi,5,35,0,14821
NIBALI Vincenzo,5,36,0,14821
VERVAEKE Louis,5,37,0,14821
BENNETT George,5,38,0,14821
TEJADA Harold,5,39,0,14821
ALMEIDA João,5,40,0,14821
SOBRERO Matteo,5,41,0,14821
DE MARCHI Alessandro,5,42,0,14821
FOSS Tobias,5,43,0,14821
MOSCA Jacopo,5,44,0,14821
HINDLEY Jai,5,45,0,14821
BUCHMANN Emanuel,5,46,0,14821
BETTIOL Alberto,5,47,0,14821
WARBASSE Larry,5,48,0,14821
COVI Alessandro,5,49,0,14821
ULISSI Diego,5,50,0,14821
CARTHY Hugh,5,51,0,14821
BILBAO Pello,5,52,0,14821
FORMOLO Davide,5,53,0,14821
CAICEDO Jonathan Klever,5,54,0,14821
CARUSO Damiano,5,55,0,14821
YATES Simon,5,56,0,14821
HEPBURN Michael,5,57,0,14821
FABBRO Matteo,5,58,0,14821
BATTISTELLA Samuele,5,59,0,14821
EVENEPOEL Remco,5,60,0,14821
MARTÍNEZ Daniel Felipe,5,61,0,14821
POZZOVIVO Domenico,5,62,0,14821
CICCONE Giulio,5,63,0,14821
VILLELLA Davide,5,64,0,14821
CATALDO Dario,5,65,0,14821
TAARAMÄE Rein,5,66,0,14821
MASNADA Fausto,5,67,0,14821
MOLARD Rudy,5,68,0,14821
ROCHE Nicolas,5,69,0,14821
BENEDETTI Cesare,5,70,0,14821
GAVAZZI Francesco,5,71,0,14821
OSS Daniel,5,72,0,14821
KEISSE Iljo,5,73,0,14821
VERMEERSCH Gianni,5,74,0,14821
HONORÉ Mikkel Frølich,5,75,0,14821
SCHULTZ Nick,5,76,0,14821
BATTAGLIN Enrico,5,77,0,14821
VALTER Attila,5,78,0,14821
MARENGO Umberto,5,79,0,14821
SEPÚLVEDA Eduardo,5,80,0,14821
PONOMAR Andrii,5,81,0,14821
RUBIO Einer Augusto,5,82,0,14821
EDET Nicolas,5,83,0,14821
GROßSCHARTNER Felix,5,84,0,14821
HERMANS Quinten,5,85,0,14821
ALBANESE Vincenzo,5,86,0,14821
FRANKINY Kilian,5,87,0,14821
BERHANE Natnael,5,88,0,14821
ALEOTTI Giovanni,5,89,0,14821
GUGLIELMI Simon,5,90,0,14821
BOUCHARD Geoffrey,5,91,0,14821
LAFAY Victor,5,92,0,14821
KEUKELEIRE Jens,5,93,0,14821
SEIGLE Romain,5,94,0,14821
GUERREIRO Ruben,5,95,0,14821
VIVIANI Attilio,5,96,0,14821
DENZ Nico,5,97,0,14821
PETILLI Simone,5,98,0,14821
DE BONDT Dries,5,99,0,14821
CAMPENAERTS Victor,5,100,0,14821
KREDER Wesley,5,101,0,14821
MOLLEMA Bauke,5,102,0,14821
BRÄNDLE Matthias,5,103,0,14821
DOWSETT Alex,5,104,0,14821
WALSCHEID Max,5,105,0,14821
RAVASI Edward,5,106,0,14821
VENCHIARUTTI Nicola,5,107,0,14821
CONTI Valerio,5,108,0,14821
DUCHESNE Antoine,5,109,0,14821
CARBONI Giovanni,5,110,0,14821
RAVANELLI Simone,5,111,0,14821
VAN DEN BERG Lars,5,112,0,14821
OLDANI Stefano,5,113,0,14821
GALLOPIN Tony,5,114,0,14821
ROCHAS Rémy,5,115,0,14821
FORTUNATO Lorenzo,5,116,0,14821
SABATINI Fabio,5,117,0,14821
ZANA Filippo,5,118,0,14821
KANGERT Tanel,5,119,0,14821
BOUWMAN Koen,5,120,0,14821
VAN DER HOORN Taco,5,121,0,14821
TORRES Albert,5,122,0,14821
LEYSEN Senne,5,123,0,14821
HIRT Jan,5,124,0,14821
JORGENSON Matteo,5,125,0,14821
MARTENS Paul,5,126,0,14821
PEDRERO Antonio,5,127,0,14821
DE KORT Koen,5,128,0,14821
PRONSKIY Vadim,5,129,0,14821
WIŚNIOWSKI Łukasz,5,130,0,14821
BODNAR Maciej,5,131,0,14821
KNOX James,5,132,0,14821
CHRISTIAN Mark,5,133,0,14821
TESFATSION Natnael,5,134,0,14821
REICHENBACH Sébastien,5,135,0,14821
DINA Márton,5,136,0,14821
BADILATTI Matteo,5,137,0,14821
SCHMID Mauro,5,138,0,14821
BRAMBILLA Gianluca,5,139,43,14864
VISCONTI Giovanni,5,140,43,14864
MÄDER Gino,5,141,63,14884
CARR Simon,5,142,63,14884
NIEVE Mikel,5,143,63,14884
CHAMPOUSSIN Clément,5,144,63,14884
DE BUYST Jasper,5,145,63,14884
GHEBREIGZABHIER Amanuel,5,146,63,14884
GABBURO Davide,5,147,63,14884
JANSSENS Jimmy,5,148,63,14884
VAN DEN BERG Julius,5,149,77,14898
GOUGEARD Alexis,5,150,89,14910
AFFINI Edoardo,5,151,89,14910
PUCCIO Salvatore,5,152,89,14910
MARCZYŃSKI Tomasz,5,153,97,14918
RIESEBEEK Oscar,5,154,97,14918
CEPEDA Jefferson Alexander,5,155,104,14925
DE GENDT Thomas,5,156,111,14932
HAMILTON Chris,5,157,124,14945
STORER Michael,5,158,124,14945
NIV Guy,5,159,124,14945
RIVI Samuele,5,160,124,14945
LINDEMAN Bert-Jan,5,161,124,14945
PELLAUD Simon,5,162,124,14945
SCOTSON Callum,5,163,142,14963
MEYER Cameron,5,164,142,14963
JUUL-JENSEN Christopher,5,165,154,14975
KLUGE Roger,5,166,169,14990
GANNA Filippo,5,167,183,15004
SERRY Pieter,5,168,215,15036
CASTROVIEJO Jonathan,5,169,215,15036
VAN GARDEREN Tejay,5,170,240,15061
ZOCCARATO Samuele,5,171,291,15112
GOOSSENS Kobe,5,172,296,15117
VANHOUCKE Harm,5,173,296,15117
TRATNIK Jan,5,174,305,15126
MOHORIČ Matej,5,175,305,15126
VALLS Rafael,5,176,305,15126
ARASHIRO Yukiya,5,177,305,15126
FIORELLI Filippo,5,178,451,15272
BIDARD François,5,179,480,15301
DOMBROWSKI Joe,5,180,495,15316
NARVÁEZ Jhonatan,5,181,788,15609
SIVAKOV Pavel,5,182,788,15609
DOMBROWSKI Joe,4,1,0,17918
DE MARCHI Alessandro,4,2,13,17931
FIORELLI Filippo,4,3,27,17945
VERVAEKE Louis,4,4,29,17947
TRATNIK Jan,4,5,29,17947
VALTER Attila,4,6,44,17962
EDET Nicolas,4,7,49,17967
OLIVEIRA Nelson,4,8,57,17975
TAARAMÄE Rein,4,9,93,18011
JUUL-JENSEN Christopher,4,10,96,18014
BERNAL Egan,4,11,97,18015
CICCONE Giulio,4,12,97,18015
VLASOV Aleksandr,4,13,97,18015
LANDA Mikel,4,14,97,18015
CARTHY Hugh,4,15,97,18015
EVENEPOEL Remco,4,16,108,18026
BARDET Romain,4,17,108,18026
YATES Simon,4,18,108,18026
MARTIN Dan,4,19,108,18026
FORMOLO Davide,4,20,108,18026
BETTIOL Alberto,4,21,108,18026
CARUSO Damiano,4,22,108,18026
MOSCON Gianni,4,23,125,18043
VENDRAME Andrea,4,24,125,18043
POZZOVIVO Domenico,4,25,131,18049
BUCHMANN Emanuel,4,26,131,18049
NIBALI Vincenzo,4,27,131,18049
SIVAKOV Pavel,4,28,131,18049
HINDLEY Jai,4,29,131,18049
MARTÍNEZ Daniel Felipe,4,30,131,18049
SOLER Marc,4,31,131,18049
SCHULTZ Nick,4,32,131,18049
BILBAO Pello,4,33,131,18049
MASNADA Fausto,4,34,171,18089
MÄDER Gino,4,35,171,18089
MOSCA Jacopo,4,36,171,18089
FOSS Tobias,4,37,186,18104
BENNETT George,4,38,186,18104
GUERREIRO Ruben,4,39,186,18104
ULISSI Diego,4,40,211,18129
TEJADA Harold,4,41,232,18150
KANGERT Tanel,4,42,232,18150
GROßSCHARTNER Felix,4,43,247,18165
DINA Márton,4,44,247,18165
BOUWMAN Koen,4,45,302,18220
NARVÁEZ Jhonatan,4,46,302,18220
HIRT Jan,4,47,320,18238
KNOX James,4,48,358,18276
ALMEIDA João,4,49,358,18276
SÁNCHEZ Luis León,4,50,358,18276
MOLARD Rudy,4,51,358,18276
NIEVE Mikel,4,52,358,18276
SERRY Pieter,4,53,358,18276
STORER Michael,4,54,358,18276
GAVAZZI Francesco,4,55,358,18276
FORTUNATO Lorenzo,4,56,372,18290
BEVIN Patrick,4,57,419,18337
MOHORIČ Matej,4,58,476,18394
LAFAY Victor,4,59,504,18422
HONORÉ Mikkel Frølich,4,60,532,18450
SCOTSON Callum,4,61,532,18450
BRAMBILLA Gianluca,4,62,532,18450
IZAGIRRE Gorka,4,63,532,18450
SOBRERO Matteo,4,64,532,18450
CASTROVIEJO Jonathan,4,65,532,18450
CAICEDO Jonathan Klever,4,66,532,18450
BIDARD François,4,67,556,18474
BOUCHARD Geoffrey,4,68,556,18474
VILLELLA Davide,4,69,742,18660
RUBIO Einer Augusto,4,70,742,18660
VENCHIARUTTI Nicola,4,71,742,18660
ZANA Filippo,4,72,742,18660
ALEOTTI Giovanni,4,73,756,18674
FABBRO Matteo,4,74,756,18674
ROCHE Nicolas,4,75,756,18674
KEUKELEIRE Jens,4,76,835,18753
VERMEERSCH Gianni,4,77,835,18753
SCHMID Mauro,4,78,835,18753
FRANKINY Kilian,4,79,835,18753
HAMILTON Chris,4,80,835,18753
GALLOPIN Tony,4,81,835,18753
COVI Alessandro,4,82,835,18753
WARBASSE Larry,4,83,835,18753
PRONSKIY Vadim,4,84,835,18753
PASQUALON Andrea,4,85,835,18753
REICHENBACH Sébastien,4,86,835,18753
PETILLI Simone,4,87,835,18753
RAVANELLI Simone,4,88,835,18753
CAVAGNA Rémi,4,89,835,18753
DENZ Nico,4,90,835,18753
NIV Guy,4,91,835,18753
MOLLEMA Bauke,4,92,835,18753
GUGLIELMI Simon,4,93,835,18753
SEIGLE Romain,4,94,835,18753
RAVASI Edward,4,95,835,18753
GHEBREIGZABHIER Amanuel,4,96,835,18753
CAMPENAERTS Victor,4,97,835,18753
CEPEDA Jefferson Alexander,4,98,835,18753
PEDRERO Antonio,4,99,835,18753
VALLS Rafael,4,100,908,18826
HERMANS Quinten,4,101,1087,19005
BADILATTI Matteo,4,102,1109,19027
OSS Daniel,4,103,1236,19154
DE KORT Koen,4,104,1236,19154
HEPBURN Michael,4,105,1236,19154
ROCHAS Rémy,4,106,1236,19154
PUCCIO Salvatore,4,107,1236,19154
VAN DEN BERG Lars,4,108,1236,19154
TESFATSION Natnael,4,109,1236,19154
AFFINI Edoardo,4,110,1236,19154
CATALDO Dario,4,111,1236,19154
CARBONI Giovanni,4,112,1236,19154
VAN GARDEREN Tejay,4,113,1236,19154
VANHOUCKE Harm,4,114,1236,19154
GANNA Filippo,4,115,1268,19186
CONTI Valerio,4,116,1285,19203
SAGAN Peter,4,117,1386,19304
WIŚNIOWSKI Łukasz,4,118,1386,19304
NAESEN Lawrence,4,119,1386,19304
OLDANI Stefano,4,120,1386,19304
GABBURO Davide,4,121,1386,19304
PONOMAR Andrii,4,122,1386,19304
VISCONTI Giovanni,4,123,1386,19304
TAGLIANI Filippo,4,124,1386,19304
BERHANE Natnael,4,125,1386,19304
DUCHESNE Antoine,4,126,1386,19304
MARENGO Umberto,4,127,1386,19304
PELLAUD Simon,4,128,1386,19304
ARNDT Nikias,4,129,1386,19304
BENEDETTI Cesare,4,130,1386,19304
WALSCHEID Max,4,131,1386,19304
NIZZOLO Giacomo,4,132,1386,19304
LINDEMAN Bert-Jan,4,133,1386,19304
LEYSEN Senne,4,134,1386,19304
SEPÚLVEDA Eduardo,4,135,1386,19304
BATTAGLIN Enrico,4,136,1386,19304
GAVIRIA Fernando,4,137,1386,19304
JORGENSON Matteo,4,138,1386,19304
CHRISTIAN Mark,4,139,1386,19304
VAN EMDEN Jos,4,140,1386,19304
DOWSETT Alex,4,141,1386,19304
MARTENS Paul,4,142,1386,19304
BRÄNDLE Matthias,4,143,1386,19304
BATTISTELLA Samuele,4,144,1386,19304
GROENEWEGEN Dylan,4,145,1386,19304
GOUGEARD Alexis,4,146,1386,19304
CHAMPOUSSIN Clément,4,147,1386,19304
KANTER Max,4,148,1386,19304
DEKKER David,4,149,1386,19304
CIMOLAI Davide,4,150,1386,19304
GOOSSENS Kobe,4,151,1386,19304
VAN DEN BERG Julius,4,152,1386,19304
CARR Simon,4,153,1386,19304
ALBANESE Vincenzo,4,154,1386,19304
MARCZYŃSKI Tomasz,4,155,1386,19304
KEISSE Iljo,4,156,1386,19304
FELLINE Fabio,4,157,1386,19304
ARASHIRO Yukiya,4,158,1386,19304
KREDER Wesley,4,159,1386,19304
VAN DER HOORN Taco,4,160,1386,19304
RIESEBEEK Oscar,4,161,1386,19304
MERLIER Tim,4,162,1386,19304
MOLANO Juan Sebastián,4,163,1386,19304
BODNAR Maciej,4,164,1386,19304
DE BUYST Jasper,4,165,1386,19304
JANSSENS Jimmy,4,166,1386,19304
MEYER Cameron,4,167,1386,19304
KRIEGER Alexander,4,168,1475,19393
TORRES Albert,4,169,1488,19406
SABATINI Fabio,4,170,1542,19460
ZOCCARATO Samuele,4,171,1542,19460
RIVI Samuele,4,172,1613,19531
BELLETTI Manuel,4,173,1613,19531
MINALI Riccardo,4,174,1613,19531
RICHEZE Maximiliano,4,175,1673,19591
DE BONDT Dries,4,176,1690,19608
DE GENDT Thomas,4,177,1740,19658
MOSCHETTI Matteo,4,178,1740,19658
KLUGE Roger,4,179,1848,19766
EWAN Caleb,4,180,1848,19766
CONSONNI Simone,4,181,1856,19774
VIVIANI Elia,4,182,1856,19774
VIVIANI Attilio,4,183,1856,19774
VAN DER HOORN Taco,3,1,0,15689
CIMOLAI Davide,3,2,4,15693
SAGAN Peter,3,3,4,15693
VIVIANI Elia,3,4,4,15693
BEVIN Patrick,3,5,4,15693
VERMEERSCH Gianni,3,6,4,15693
GAVIRIA Fernando,3,7,4,15693
BETTIOL Alberto,3,8,4,15693
OLDANI Stefano,3,9,4,15693
MOSCA Jacopo,3,10,4,15693
VENDRAME Andrea,3,11,4,15693
HERMANS Quinten,3,12,4,15693
PASQUALON Andrea,3,13,4,15693
MOSCON Gianni,3,14,4,15693
BOUWMAN Koen,3,15,4,15693
BATTAGLIN Enrico,3,16,4,15693
FELLINE Fabio,3,17,4,15693
TESFATSION Natnael,3,18,4,15693
SOLER Marc,3,19,4,15693
GAVAZZI Francesco,3,20,4,15693
ARNDT Nikias,3,21,4,15693
VERVAEKE Louis,3,22,4,15693
BRAMBILLA Gianluca,3,23,4,15693
SOBRERO Matteo,3,24,4,15693
WARBASSE Larry,3,25,4,15693
HONORÉ Mikkel Frølich,3,26,4,15693
BERNAL Egan,3,27,4,15693
ZOCCARATO Samuele,3,28,4,15693
MOHORIČ Matej,3,29,4,15693
CICCONE Giulio,3,30,4,15693
IZAGIRRE Gorka,3,31,4,15693
CAMPENAERTS Victor,3,32,4,15693
MASNADA Fausto,3,33,4,15693
ALMEIDA João,3,34,4,15693
FORMOLO Davide,3,35,4,15693
CONSONNI Simone,3,36,4,15693
MARTIN Dan,3,37,4,15693
ULISSI Diego,3,38,4,15693
SIVAKOV Pavel,3,39,4,15693
DOMBROWSKI Joe,3,40,4,15693
VLASOV Aleksandr,3,41,4,15693
SÁNCHEZ Luis León,3,42,4,15693
CARBONI Giovanni,3,43,4,15693
RAVASI Edward,3,44,4,15693
FORTUNATO Lorenzo,3,45,4,15693
NIBALI Vincenzo,3,46,4,15693
BARDET Romain,3,47,4,15693
VANHOUCKE Harm,3,48,4,15693
CARUSO Damiano,3,49,4,15693
FOSS Tobias,3,50,4,15693
GANNA Filippo,3,51,4,15693
VALTER Attila,3,52,4,15693
OLIVEIRA Nelson,3,53,4,15693
BENNETT George,3,54,4,15693
HINDLEY Jai,3,55,4,15693
LANDA Mikel,3,56,4,15693
BILBAO Pello,3,57,4,15693
VILLELLA Davide,3,58,4,15693
MOLARD Rudy,3,59,4,15693
COVI Alessandro,3,60,4,15693
ARASHIRO Yukiya,3,61,4,15693
CAVAGNA Rémi,3,62,4,15693
ROCHE Nicolas,3,63,4,15693
TAARAMÄE Rein,3,64,4,15693
CARTHY Hugh,3,65,4,15693
BUCHMANN Emanuel,3,66,4,15693
PEDRERO Antonio,3,67,4,15693
KNOX James,3,68,4,15693
RUBIO Einer Augusto,3,69,4,15693
GUERREIRO Ruben,3,70,4,15693
MÄDER Gino,3,71,4,15693
KANGERT Tanel,3,72,4,15693
CHRISTIAN Mark,3,73,4,15693
CATALDO Dario,3,74,4,15693
POZZOVIVO Domenico,3,75,4,15693
CAICEDO Jonathan Klever,3,76,4,15693
YATES Simon,3,77,4,15693
SCHULTZ Nick,3,78,4,15693
EVENEPOEL Remco,3,79,4,15693
MARTÍNEZ Daniel Felipe,3,80,4,15693
PUCCIO Salvatore,3,81,4,15693
NIEVE Mikel,3,82,4,15693
CEPEDA Jefferson Alexander,3,83,4,15693
REICHENBACH Sébastien,3,84,4,15693
CHAMPOUSSIN Clément,3,85,4,15693
TEJADA Harold,3,86,4,15693
BOUCHARD Geoffrey,3,87,4,15693
SEPÚLVEDA Eduardo,3,88,4,15693
GALLOPIN Tony,3,89,4,15693
HIRT Jan,3,90,4,15693
DE MARCHI Alessandro,3,91,4,15693
VAN GARDEREN Tejay,3,92,4,15693
NIV Guy,3,93,4,15693
FABBRO Matteo,3,94,4,15693
JORGENSON Matteo,3,95,4,15693
BADILATTI Matteo,3,96,4,15693
VAN DEN BERG Lars,3,97,4,15693
HAMILTON Chris,3,98,4,15693
RAVANELLI Simone,3,99,4,15693
MOLLEMA Bauke,3,100,4,15693
PELLAUD Simon,3,101,4,15693
EDET Nicolas,3,102,4,15693
CONTI Valerio,3,103,4,15693
CASTROVIEJO Jonathan,3,104,4,15693
NARVÁEZ Jhonatan,3,105,4,15693
FRANKINY Kilian,3,106,4,15693
SCOTSON Callum,3,107,4,15693
LAFAY Victor,3,108,4,15693
MEYER Cameron,3,109,4,15693
STORER Michael,3,110,4,15693
ALBANESE Vincenzo,3,111,46,15735
SERRY Pieter,3,112,59,15748
BERHANE Natnael,3,113,96,15785
ROCHAS Rémy,3,114,96,15785
OSS Daniel,3,115,116,15805
VALLS Rafael,3,116,529,16218
GOUGEARD Alexis,3,117,529,16218
NIZZOLO Giacomo,3,118,576,16265
MOSCHETTI Matteo,3,119,576,16265
PRONSKIY Vadim,3,120,576,16265
KRIEGER Alexander,3,121,576,16265
TRATNIK Jan,3,122,576,16265
ALEOTTI Giovanni,3,123,576,16265
ZANA Filippo,3,124,576,16265
BIDARD François,3,125,576,16265
GROßSCHARTNER Felix,3,126,576,16265
PONOMAR Andrii,3,127,576,16265
DE BONDT Dries,3,128,576,16265
NAESEN Lawrence,3,129,576,16265
BENEDETTI Cesare,3,130,576,16265
AFFINI Edoardo,3,131,576,16265
GHEBREIGZABHIER Amanuel,3,132,576,16265
MOLANO Juan Sebastián,3,133,576,16265
PETILLI Simone,3,134,576,16265
KANTER Max,3,135,576,16265
VAN EMDEN Jos,3,136,576,16265
MARTENS Paul,3,137,576,16265
CARR Simon,3,138,576,16265
GUGLIELMI Simon,3,139,576,16265
SCHMID Mauro,3,140,576,16265
LINDEMAN Bert-Jan,3,141,576,16265
DE BUYST Jasper,3,142,576,16265
JUUL-JENSEN Christopher,3,143,576,16265
RIVI Samuele,3,144,576,16265
DE GENDT Thomas,3,145,634,16323
SABATINI Fabio,3,146,634,16323
KEUKELEIRE Jens,3,147,634,16323
VENCHIARUTTI Nicola,3,148,634,16323
KEISSE Iljo,3,149,634,16323
RICHEZE Maximiliano,3,150,634,16323
WALSCHEID Max,3,151,634,16323
GABBURO Davide,3,152,634,16323
FIORELLI Filippo,3,153,785,16474
TAGLIANI Filippo,3,154,785,16474
DE KORT Koen,3,155,785,16474
VISCONTI Giovanni,3,156,785,16474
DUCHESNE Antoine,3,157,785,16474
DOWSETT Alex,3,158,785,16474
BRÄNDLE Matthias,3,159,785,16474
WIŚNIOWSKI Łukasz,3,160,785,16474
RIESEBEEK Oscar,3,161,785,16474
BATTISTELLA Samuele,3,162,785,16474
SEIGLE Romain,3,163,785,16474
GOOSSENS Kobe,3,164,785,16474
MERLIER Tim,3,165,846,16535
MARENGO Umberto,3,166,846,16535
MARCZYŃSKI Tomasz,3,167,846,16535
HEPBURN Michael,3,168,846,16535
VIVIANI Attilio,3,169,846,16535
DENZ Nico,3,170,846,16535
VAN DEN BERG Julius,3,171,846,16535
DEKKER David,3,172,846,16535
LEYSEN Senne,3,173,846,16535
KREDER Wesley,3,174,846,16535
BODNAR Maciej,3,175,846,16535
MINALI Riccardo,3,176,846,16535
EWAN Caleb,3,177,846,16535
GROENEWEGEN Dylan,3,178,846,16535
BELLETTI Manuel,3,179,846,16535
DINA Márton,3,180,846,16535
TORRES Albert,3,181,846,16535
KLUGE Roger,3,182,846,16535
JANSSENS Jimmy,3,183,846,16535
MERLIER Tim,2,1,0,15669
NIZZOLO Giacomo,2,2,0,15669
VIVIANI Elia,2,3,0,15669
GROENEWEGEN Dylan,2,4,0,15669
SAGAN Peter,2,5,0,15669
MOSCHETTI Matteo,2,6,0,15669
FIORELLI Filippo,2,7,0,15669
NAESEN Lawrence,2,8,0,15669
CIMOLAI Davide,2,9,0,15669
EWAN Caleb,2,10,0,15669
MOLANO Juan Sebastián,2,11,0,15669
KANTER Max,2,12,0,15669
BELLETTI Manuel,2,13,0,15669
DE BUYST Jasper,2,14,0,15669
MINALI Riccardo,2,15,0,15669
BERNAL Egan,2,16,0,15669
HERMANS Quinten,2,17,0,15669
DEKKER David,2,18,0,15669
SOLER Marc,2,19,0,15669
GANNA Filippo,2,20,0,15669
CONSONNI Simone,2,21,0,15669
PASQUALON Andrea,2,22,0,15669
RICHEZE Maximiliano,2,23,0,15669
GAVIRIA Fernando,2,24,0,15669
DENZ Nico,2,25,0,15669
GABBURO Davide,2,26,0,15669
CICCONE Giulio,2,27,0,15669
VERMEERSCH Gianni,2,28,0,15669
WARBASSE Larry,2,29,0,15669
COVI Alessandro,2,30,0,15669
KRIEGER Alexander,2,31,0,15669
ULISSI Diego,2,32,0,15669
SABATINI Fabio,2,33,0,15669
NIBALI Vincenzo,2,34,0,15669
BARDET Romain,2,35,0,15669
MOSCA Jacopo,2,36,0,15669
HINDLEY Jai,2,37,0,15669
GHEBREIGZABHIER Amanuel,2,38,0,15669
BEVIN Patrick,2,39,0,15669
BATTAGLIN Enrico,2,40,0,15669
WIŚNIOWSKI Łukasz,2,41,0,15669
GROßSCHARTNER Felix,2,42,0,15669
ARNDT Nikias,2,43,0,15669
DE BONDT Dries,2,44,0,15669
SIVAKOV Pavel,2,45,0,15669
CAMPENAERTS Victor,2,46,0,15669
VLASOV Aleksandr,2,47,0,15669
FORMOLO Davide,2,48,0,15669
HONORÉ Mikkel Frølich,2,49,0,15669
ALMEIDA João,2,50,0,15669
BODNAR Maciej,2,51,0,15669
BERHANE Natnael,2,52,0,15669
FELLINE Fabio,2,53,0,15669
KEUKELEIRE Jens,2,54,0,15669
MOSCON Gianni,2,55,0,15669
MÄDER Gino,2,56,0,15669
MARTÍNEZ Daniel Felipe,2,57,0,15669
RAVASI Edward,2,58,0,15669
GUERREIRO Ruben,2,59,0,15669
VAN EMDEN Jos,2,60,0,15669
OLDANI Stefano,2,61,0,15669
OLIVEIRA Nelson,2,62,0,15669
CARTHY Hugh,2,63,0,15669
MARTIN Dan,2,64,0,15669
VENCHIARUTTI Nicola,2,65,0,15669
DOWSETT Alex,2,66,0,15669
VILLELLA Davide,2,67,0,15669
BETTIOL Alberto,2,68,0,15669
DOMBROWSKI Joe,2,69,0,15669
SOBRERO Matteo,2,70,0,15669
GAVAZZI Francesco,2,71,0,15669
LANDA Mikel,2,72,0,15669
FABBRO Matteo,2,73,0,15669
KLUGE Roger,2,74,0,15669
MOLARD Rudy,2,75,0,15669
BUCHMANN Emanuel,2,76,0,15669
HEPBURN Michael,2,77,0,15669
BILBAO Pello,2,78,0,15669
CAVAGNA Rémi,2,79,0,15669
SEIGLE Romain,2,80,0,15669
GOOSSENS Kobe,2,81,0,15669
WALSCHEID Max,2,82,0,15669
SÁNCHEZ Luis León,2,83,0,15669
YATES Simon,2,84,0,15669
KREDER Wesley,2,85,0,15669
MEYER Cameron,2,86,0,15669
SCHULTZ Nick,2,87,0,15669
SCHMID Mauro,2,88,0,15669
BOUWMAN Koen,2,89,0,15669
IZAGIRRE Gorka,2,90,0,15669
VIVIANI Attilio,2,91,0,15669
CATALDO Dario,2,92,0,15669
VANHOUCKE Harm,2,93,0,15669
CAICEDO Jonathan Klever,2,94,0,15669
ROCHE Nicolas,2,95,0,15669
VAN GARDEREN Tejay,2,96,0,15669
VAN DEN BERG Julius,2,97,0,15669
KEISSE Iljo,2,98,0,15669
CEPEDA Jefferson Alexander,2,99,0,15669
FOSS Tobias,2,100,0,15669
AFFINI Edoardo,2,101,0,15669
MASNADA Fausto,2,102,0,15669
BENNETT George,2,103,0,15669
EVENEPOEL Remco,2,104,0,15669
RUBIO Einer Augusto,2,105,0,15669
NIV Guy,2,106,0,15669
DUCHESNE Antoine,2,107,0,15669
TRATNIK Jan,2,108,0,15669
DE MARCHI Alessandro,2,109,0,15669
BRAMBILLA Gianluca,2,110,0,15669
CARUSO Damiano,2,111,0,15669
PRONSKIY Vadim,2,112,0,15669
BRÄNDLE Matthias,2,113,0,15669
PEDRERO Antonio,2,114,0,15669
ALEOTTI Giovanni,2,115,0,15669
PELLAUD Simon,2,116,0,15669
VERVAEKE Louis,2,117,0,15669
VAN DER HOORN Taco,2,118,0,15669
BOUCHARD Geoffrey,2,119,0,15669
KANGERT Tanel,2,120,0,15669
ROCHAS Rémy,2,121,0,15669
GUGLIELMI Simon,2,122,0,15669
OSS Daniel,2,123,0,15669
CARBONI Giovanni,2,124,0,15669
ARASHIRO Yukiya,2,125,0,15669
BIDARD François,2,126,0,15669
MOHORIČ Matej,2,127,0,15669
RAVANELLI Simone,2,128,0,15669
HIRT Jan,2,129,0,15669
FRANKINY Kilian,2,130,0,15669
PONOMAR Andrii,2,131,0,15669
CHAMPOUSSIN Clément,2,132,0,15669
POZZOVIVO Domenico,2,133,0,15669
ZANA Filippo,2,134,0,15669
VALTER Attila,2,135,0,15669
TAARAMÄE Rein,2,136,0,15669
VAN DEN BERG Lars,2,137,0,15669
PETILLI Simone,2,138,0,15669
MARENGO Umberto,2,139,0,15669
CONTI Valerio,2,140,0,15669
TESFATSION Natnael,2,141,0,15669
GALLOPIN Tony,2,142,0,15669
SEPÚLVEDA Eduardo,2,143,0,15669
MARCZYŃSKI Tomasz,2,144,0,15669
TAGLIANI Filippo,2,145,0,15669
JUUL-JENSEN Christopher,2,146,0,15669
KNOX James,2,147,0,15669
BATTISTELLA Samuele,2,148,0,15669
TEJADA Harold,2,149,0,15669
NIEVE Mikel,2,150,0,15669
GOUGEARD Alexis,2,151,0,15669
CARR Simon,2,152,0,15669
FORTUNATO Lorenzo,2,153,0,15669
MOLLEMA Bauke,2,154,0,15669
RIVI Samuele,2,155,0,15669
EDET Nicolas,2,156,0,15669
LAFAY Victor,2,157,0,15669
NARVÁEZ Jhonatan,2,158,0,15669
VISCONTI Giovanni,2,159,0,15669
SCOTSON Callum,2,160,0,15669
JORGENSON Matteo,2,161,0,15669
VENDRAME Andrea,2,162,0,15669
PUCCIO Salvatore,2,163,0,15669
HAMILTON Chris,2,164,0,15669
STORER Michael,2,165,0,15669
LEYSEN Senne,2,166,0,15669
DINA Márton,2,167,0,15669
RIESEBEEK Oscar,2,168,0,15669
CASTROVIEJO Jonathan,2,169,0,15669
