rider,stage,position,gap,stage_time
VILLELLA Davide,20,53,2099,22727
KING Ben,20,54,2099,22727
HAIG Jack,20,55,2099,22727
HANSEN Adam,20,56,2099,22727
PEDERSEN Mads,20,57,2099,22727
HAMILTON Chris,20,58,2099,22727
MOSCA Jacopo,20,59,2099,22727
BARBIN Enrico,20,60,2099,22727
TORRES Rodolfo Andrés,20,61,2099,22727
JANSE VAN RENSBURG Jacques,20,62,2099,22727
PANTANO Jarlinson,20,63,2099,22727
BROWN Nathan,20,64,2184,22812
LAENGEN Vegard Stake,20,65,2538,23166
ATAPUMA Darwin,20,66,2538,23166
MARTIN Tony,20,67,2538,23166
MULLEN Ryan,20,68,2732,23360
DENZ Nico,20,69,2732,23360
PFINGSTEN Christoph,20,70,2732,23360
HERMANS Ben,20,71,2732,23360
VENTOSO Francisco José,20,72,2732,23360
ZEITS Andrey,20,73,2732,23360
BENEDETTI Cesare,20,74,2732,23360
WÜRTZ SCHMIDT Mads,20,75,2732,23360
BOIVIN Guillaume,20,76,2732,23360
CURVERS Roy,20,77,2732,23360
BAK Lars Ytting,20,78,2732,23360
LINDEMAN Bert-Jan,20,79,2732,23360
VAN EMDEN Jos,20,80,2732,23360
MØRKØV Michael,20,81,2732,23360
EG Niklas,20,82,2732,23360
BELLETTI Manuel,20,83,2732,23360
DENNIS Rohan,20,84,2732,23360
ZHUPA Eugert,20,85,2732,23360
LADAGNOUS Matthieu,20,86,2732,23360
VAN POPPEL Danny,20,87,2732,23360
PINOT Thibaut,20,88,2732,23360
GIBBONS Ryan,20,89,2732,23360
DRUCKER Jempy,20,90,2732,23360
ROUX Anthony,20,91,2732,23360
PLANCKAERT Baptiste,20,92,2732,23360
DIDIER Laurent,20,93,2732,23360
HAGA Chad,20,94,2732,23360
ROY Jérémy,20,95,2732,23360
VENTURINI Clément,20,96,2732,23360
SAGIV Guy,20,97,2732,23360
DOWSETT Alex,20,98,2732,23360
MORABITO Steve,20,99,2732,23360
ROELANDTS Jürgen,20,100,2732,23360
QUINTANA Dayer,20,101,2732,23360
CAPECCHI Eros,20,102,2732,23360
MARCATO Marco,20,103,2732,23360
IRIZAR Markel,20,104,2732,23360
CAVAGNA Rémi,20,105,2732,23360
VAN HOECKE Gijs,20,106,2732,23360
SEPÚLVEDA Eduardo,20,107,2732,23360
BOARO Manuele,20,108,2732,23360
SBARAGLI Kristian,20,109,2732,23360
BERHANE Natnael,20,110,2732,23360
PREIDLER Georg,20,111,2732,23360
KREUZIGER Roman,20,112,2732,23360
DEBUSSCHERE Jens,20,113,2732,23360
JAUREGUI Quentin,20,114,2732,23360
VENTER Jaco,20,115,2732,23360
ŠTYBAR Zdeněk,20,116,2732,23360
DEMPSTER Zak,20,117,2732,23360
FRAPPORTI Marco,20,118,2732,23360
VENDRAME Andrea,20,119,2732,23360
REICHENBACH Sébastien,20,120,2732,23360
VAN POPPEL Boy,20,121,2732,23360
CARTHY Hugh,20,122,2732,23360
FRISON Frederik,20,123,2732,23360
DOMBROWSKI Joe,20,124,2732,23360
SABATINI Fabio,20,125,2732,23360
VIVIANI Elia,20,126,2732,23360
NIBALI Antonio,20,127,2732,23360
BELKOV Maxim,20,128,2732,23360
SÉNÉCHAL Florian,20,129,2732,23360
HIRT Jan,20,130,2732,23360
COLEDAN Marco,20,131,2732,23360
SCHACHMANN Maximilian,20,132,2732,23360
KUZNETSOV Viacheslav,20,133,2732,23360
HOFSTEDE Lennard,20,134,2732,23360
SCHILLINGER Andreas,20,135,2732,23360
PEDRERO Antonio,20,136,2732,23360
BERTAZZO Liam,20,137,2732,23360
MONTAGUTI Matteo,20,138,2732,23360
DE MARCHI Alessandro,20,139,2732,23360
VAN ASBROECK Tom,20,140,2732,23360
TUFT Svein,20,141,2732,23360
CHAVES Esteban,20,142,2732,23360
BEWLEY Sam,20,143,2732,23360
YATES Simon,20,144,2732,23360
ANDREETTA Simone,20,145,2732,23360
DOCKER Mitchell,20,146,2732,23360
MODOLO Sacha,20,147,2753,23381
FONZI Giuseppe,20,148,2801,23429
BONIFAZIO Niccolò,20,149,2804,23432
SIMION Paolo,20,150,2813,23441
BENNETT Sam,20,151,2840,23468
FROOME Chris,19,1,0,18746
CARAPAZ Richard,19,2,180,18926
PINOT Thibaut,19,3,187,18933
LÓPEZ Miguel Ángel,19,4,192,18938
DUMOULIN Tom,19,5,203,18949
REICHENBACH Sébastien,19,6,373,19119
FORMOLO Davide,19,7,502,19248
OOMEN Sam,19,8,503,19249
KONRAD Patrick,19,9,503,19249
BILBAO Pello,19,10,503,19249
POZZOVIVO Domenico,19,11,509,19255
BENNETT George,19,12,518,19264
GENIEZ Alexandre,19,13,585,19331
HENAO Sergio,19,14,669,19415
POELS Wout,19,15,669,19415
HERMANS Ben,19,16,840,19586
BRAMBILLA Gianluca,19,17,860,19606
DENNIS Rohan,19,18,878,19624
GONÇALVES José,19,19,895,19641
GESINK Robert,19,20,941,19687
PREIDLER Georg,19,21,1172,19918
SÁNCHEZ Luis León,19,22,1172,19918
FRANKINY Kilian,19,23,1387,20133
ULISSI Diego,19,24,1483,20229
DUPONT Hubert,19,25,1489,20235
ATAPUMA Darwin,19,26,1489,20235
CONTI Valerio,19,27,1489,20235
BIDARD François,19,28,1489,20235
CAPECCHI Eros,19,29,1532,20278
MONTAGUTI Matteo,19,30,1560,20306
TEN DAM Laurens,19,31,1620,20366
BOUWMAN Koen,19,32,1642,20388
VILLELLA Davide,19,33,1972,20718
LUTSENKO Alexey,19,34,1972,20718
DOMBROWSKI Joe,19,35,1972,20718
KING Ben,19,36,1972,20718
ZEITS Andrey,19,37,1972,20718
HIRT Jan,19,38,1972,20718
WOODS Michael,19,39,2015,20761
GAVAZZI Francesco,19,40,2031,20777
POLANC Jan,19,41,2068,20814
BETANCUR Carlos,19,42,2068,20814
DE LA PARTE Víctor,19,43,2068,20814
TORRES Rodolfo Andrés,19,44,2068,20814
ROY Jérémy,19,45,2068,20814
ROUX Anthony,19,46,2068,20814
MORABITO Steve,19,47,2068,20814
LAMMERTINK Maurits,19,48,2068,20814
MORI Manuele,19,49,2105,20851
PUCCIO Salvatore,19,50,2105,20851
KNEES Christian,19,51,2105,20851
GROßSCHARTNER Felix,19,52,2105,20851
ELISSONDE Kenny,19,53,2105,20851
CARTHY Hugh,19,54,2109,20855
ŠTYBAR Zdeněk,19,55,2109,20855
SEPÚLVEDA Eduardo,19,56,2109,20855
NOVAK Domen,19,57,2109,20855
DE LA CRUZ David,19,58,2116,20862
CICCONE Giulio,19,59,2118,20864
MOSCA Jacopo,19,60,2118,20864
MASNADA Fausto,19,61,2118,20864
BATTAGLIN Enrico,19,62,2118,20864
EG Niklas,19,63,2118,20864
JAUREGUI Quentin,19,64,2118,20864
BALLERINI Davide,19,65,2124,20870
NEILANDS Krists,19,66,2124,20870
MOHORIČ Matej,19,67,2127,20873
PANTANO Jarlinson,19,68,2134,20880
VISCONTI Giovanni,19,69,2151,20897
WÜRTZ SCHMIDT Mads,19,70,2169,20915
DENZ Nico,19,71,2242,20988
LADAGNOUS Matthieu,19,72,2254,21000
ROELANDTS Jürgen,19,73,2259,21005
PLAZA Rubén,19,74,2264,21010
DE MARCHI Alessandro,19,75,2272,21018
MARCATO Marco,19,76,2277,21023
KREUZIGER Roman,19,77,2331,21077
NIEVE Mikel,19,78,2331,21077
YATES Simon,19,79,2331,21077
VAN ASBROECK Tom,19,80,2331,21077
SCHACHMANN Maximilian,19,81,2331,21077
DRUCKER Jempy,19,82,2331,21077
CATTANEO Mattia,19,83,2331,21077
FRAPPORTI Marco,19,84,2331,21077
HAIG Jack,19,85,2331,21077
HAMILTON Chris,19,86,2331,21077
DOWSETT Alex,19,87,2331,21077
JUUL-JENSEN Christopher,19,88,2337,21083
BROWN Nathan,19,89,2350,21096
JANSE VAN RENSBURG Jacques,19,90,2364,21110
FERNÁNDEZ Rubén,19,91,2364,21110
PEDRERO Antonio,19,92,2371,21117
LINDEMAN Bert-Jan,19,93,2380,21126
LAENGEN Vegard Stake,19,94,2426,21172
SABATINI Fabio,19,95,2625,21371
HANSEN Adam,19,96,2625,21371
TURRIN Alex,19,97,2625,21371
MARTIN Tony,19,98,2625,21371
VAN POPPEL Danny,19,99,2625,21371
DEMPSTER Zak,19,100,2625,21371
IRIZAR Markel,19,101,2625,21371
CURVERS Roy,19,102,2625,21371
VENTURINI Clément,19,103,2625,21371
BOIVIN Guillaume,19,104,2625,21371
MULLEN Ryan,19,105,2625,21371
SAGIV Guy,19,106,2625,21371
ARMÉE Sander,19,107,2625,21371
HAGA Chad,19,108,2625,21371
VAN HOECKE Gijs,19,109,2625,21371
VENTOSO Francisco José,19,110,2625,21371
BELLETTI Manuel,19,111,2625,21371
GIBBONS Ryan,19,112,2625,21371
VAN EMDEN Jos,19,113,2625,21371
BAK Lars Ytting,19,114,2625,21371
BERHANE Natnael,19,115,2625,21371
ZHUPA Eugert,19,116,2625,21371
QUINTANA Dayer,19,117,2625,21371
CHAVES Esteban,19,118,2625,21371
DOCKER Mitchell,19,119,2625,21371
HOFSTEDE Lennard,19,120,2625,21371
BENEDETTI Cesare,19,121,2625,21371
PLANCKAERT Baptiste,19,122,2625,21371
BEWLEY Sam,19,123,2625,21371
VENTER Jaco,19,124,2625,21371
CAVAGNA Rémi,19,125,2625,21371
SÉNÉCHAL Florian,19,126,2625,21371
PFINGSTEN Christoph,19,127,2625,21371
VENDRAME Andrea,19,128,2625,21371
VIVIANI Elia,19,129,2625,21371
MØRKØV Michael,19,130,2625,21371
TUFT Svein,19,131,2625,21371
BARBIN Enrico,19,132,2625,21371
BERTAZZO Liam,19,133,2625,21371
SCHILLINGER Andreas,19,134,2625,21371
BONIFAZIO Niccolò,19,135,2625,21371
BENNETT Sam,19,136,2625,21371
ANDREETTA Simone,19,137,2625,21371
MODOLO Sacha,19,138,2644,21390
SIMION Paolo,19,139,2647,21393
NIBALI Antonio,19,140,2666,21412
BOARO Manuele,19,141,2670,21416
KUZNETSOV Viacheslav,19,142,2683,21429
SBARAGLI Kristian,19,143,2705,21451
FONZI Giuseppe,19,144,2710,21456
VAN POPPEL Boy,19,145,2710,21456
COLEDAN Marco,19,146,2710,21456
DIDIER Laurent,19,147,2726,21472
DEBUSSCHERE Jens,19,148,2726,21472
PEDERSEN Mads,19,149,2730,21476
FRISON Frederik,19,150,2732,21478
BELKOV Maxim,19,151,2749,21495
SCHACHMANN Maximilian,18,1,0,17742
PLAZA Rubén,18,2,10,17752
CATTANEO Mattia,18,3,16,17758
PFINGSTEN Christoph,18,4,70,17812
MARCATO Marco,18,5,86,17828
MØRKØV Michael,18,6,96,17838
KUZNETSOV Viacheslav,18,7,112,17854
VAN EMDEN Jos,18,8,202,17944
TURRIN Alex,18,9,209,17951
BALLERINI Davide,18,10,309,18051
LÓPEZ Miguel Ángel,18,11,648,18390
POZZOVIVO Domenico,18,12,663,18405
DUMOULIN Tom,18,13,663,18405
FROOME Chris,18,14,663,18405
POELS Wout,18,15,667,18409
KONRAD Patrick,18,16,683,18425
BILBAO Pello,18,17,683,18425
CARAPAZ Richard,18,18,683,18425
NIEVE Mikel,18,19,691,18433
YATES Simon,18,20,691,18433
FORMOLO Davide,18,21,691,18433
BENNETT George,18,22,696,18438
REICHENBACH Sébastien,18,23,696,18438
PINOT Thibaut,18,24,696,18438
DENNIS Rohan,18,25,696,18438
GENIEZ Alexandre,18,26,696,18438
O'CONNOR Ben,18,27,703,18445
VAN POPPEL Boy,18,28,710,18452
BETANCUR Carlos,18,29,723,18465
OOMEN Sam,18,30,750,18492
GONÇALVES José,18,31,790,18532
PREIDLER Georg,18,32,790,18532
EG Niklas,18,33,822,18564
MONTAGUTI Matteo,18,34,822,18564
CHEREL Mikaël,18,35,846,18588
JAUREGUI Quentin,18,36,855,18597
HIRT Jan,18,37,866,18608
HENAO Sergio,18,38,886,18628
CONTI Valerio,18,39,886,18628
TEN DAM Laurens,18,40,918,18660
SÁNCHEZ Luis León,18,41,918,18660
ZEITS Andrey,18,42,918,18660
FRANKINY Kilian,18,43,918,18660
BOUWMAN Koen,18,44,941,18683
DUPONT Hubert,18,45,1011,18753
ELISSONDE Kenny,18,46,1036,18778
MASNADA Fausto,18,47,1063,18805
FERNÁNDEZ Rubén,18,48,1108,18850
ULISSI Diego,18,49,1187,18929
POLANC Jan,18,50,1187,18929
GAVAZZI Francesco,18,51,1187,18929
KING Ben,18,52,1187,18929
WÜRTZ SCHMIDT Mads,18,53,1187,18929
GIBBONS Ryan,18,54,1187,18929
BAK Lars Ytting,18,55,1187,18929
BRAMBILLA Gianluca,18,56,1187,18929
BATTAGLIN Enrico,18,57,1187,18929
MOSCA Jacopo,18,58,1187,18929
BERHANE Natnael,18,59,1187,18929
LAMMERTINK Maurits,18,60,1187,18929
BROWN Nathan,18,61,1187,18929
ROUX Anthony,18,62,1187,18929
VISCONTI Giovanni,18,63,1187,18929
GESINK Robert,18,64,1187,18929
ARMÉE Sander,18,65,1187,18929
GROßSCHARTNER Felix,18,66,1187,18929
NEILANDS Krists,18,67,1283,19025
HERMANS Ben,18,68,1283,19025
SBARAGLI Kristian,18,69,1283,19025
MORABITO Steve,18,70,1283,19025
VERVAEKE Louis,18,71,1283,19025
MOHORIČ Matej,18,72,1283,19025
NOVAK Domen,18,73,1283,19025
DE MARCHI Alessandro,18,74,1286,19028
PEDRERO Antonio,18,75,1311,19053
DE LA CRUZ David,18,76,1332,19074
KREUZIGER Roman,18,77,1377,19119
NIBALI Antonio,18,78,1377,19119
VILLELLA Davide,18,79,1377,19119
CHAVES Esteban,18,80,1377,19119
VENTOSO Francisco José,18,81,1377,19119
DE LA PARTE Víctor,18,82,1377,19119
QUINTANA Dayer,18,83,1377,19119
BIDARD François,18,84,1377,19119
LADAGNOUS Matthieu,18,85,1377,19119
ROY Jérémy,18,86,1377,19119
SEPÚLVEDA Eduardo,18,87,1420,19162
DENZ Nico,18,88,1462,19204
VENTURINI Clément,18,89,1462,19204
HANSEN Adam,18,90,1462,19204
HAMILTON Chris,18,91,1527,19269
DEMPSTER Zak,18,92,1527,19269
MULLEN Ryan,18,93,1527,19269
HAGA Chad,18,94,1527,19269
IRIZAR Markel,18,95,1527,19269
TORRES Rodolfo Andrés,18,96,1527,19269
DOMBROWSKI Joe,18,97,1527,19269
ROELANDTS Jürgen,18,98,1527,19269
BENEDETTI Cesare,18,99,1527,19269
DRUCKER Jempy,18,100,1551,19293
DIDIER Laurent,18,101,1551,19293
KNEES Christian,18,102,1566,19308
VAN ASBROECK Tom,18,103,1566,19308
CICCONE Giulio,18,104,1566,19308
MAESTRI Mirco,18,105,1566,19308
DOWSETT Alex,18,106,1566,19308
PLANCKAERT Baptiste,18,107,1566,19308
CURVERS Roy,18,108,1566,19308
BELLETTI Manuel,18,109,1566,19308
PUCCIO Salvatore,18,110,1566,19308
CARTHY Hugh,18,111,1566,19308
VAN POPPEL Danny,18,112,1566,19308
BOIVIN Guillaume,18,113,1566,19308
VAN HOECKE Gijs,18,114,1566,19308
ATAPUMA Darwin,18,115,1566,19308
WOODS Michael,18,116,1566,19308
FRAPPORTI Marco,18,117,1566,19308
BARBIN Enrico,18,118,1566,19308
ZHUPA Eugert,18,119,1566,19308
MORI Manuele,18,120,1566,19308
LINDEMAN Bert-Jan,18,121,1566,19308
ARU Fabio,18,122,1566,19308
VENDRAME Andrea,18,123,1566,19308
BERTAZZO Liam,18,124,1566,19308
LUTSENKO Alexey,18,125,1566,19308
HAIG Jack,18,126,1566,19308
SAGIV Guy,18,127,1566,19308
PANTANO Jarlinson,18,128,1566,19308
MARTIN Tony,18,129,1566,19308
SCHILLINGER Andreas,18,130,1566,19308
VENTER Jaco,18,131,1566,19308
BELKOV Maxim,18,132,1566,19308
BONNET William,18,133,1566,19308
LAENGEN Vegard Stake,18,134,1566,19308
DEBUSSCHERE Jens,18,135,1566,19308
BOARO Manuele,18,136,1566,19308
JUUL-JENSEN Christopher,18,137,1566,19308
HOFSTEDE Lennard,18,138,1566,19308
ANDREETTA Simone,18,139,1566,19308
FONZI Giuseppe,18,140,1619,19361
DOCKER Mitchell,18,141,1622,19364
FRISON Frederik,18,142,1629,19371
SABATINI Fabio,18,143,1644,19386
ŠTYBAR Zdeněk,18,144,1644,19386
CAPECCHI Eros,18,145,1644,19386
CAVAGNA Rémi,18,146,1644,19386
SÉNÉCHAL Florian,18,147,1644,19386
VIVIANI Elia,18,148,1644,19386
BONIFAZIO Niccolò,18,149,1661,19403
KIRYIENKA Vasil,18,150,1669,19411
PEDERSEN Mads,18,151,1717,19459
COLEDAN Marco,18,152,1717,19459
SIMION Paolo,18,153,1717,19459
JANSE VAN RENSBURG Jacques,18,154,1732,19474
MODOLO Sacha,18,155,1806,19548
BEWLEY Sam,18,156,2037,19779
TUFT Svein,18,157,2037,19779
BENNETT Sam,18,158,2037,19779
VIVIANI Elia,17,1,0,11997
BENNETT Sam,17,2,0,11997
BONIFAZIO Niccolò,17,3,0,11997
VAN POPPEL Danny,17,4,0,11997
DEBUSSCHERE Jens,17,5,0,11997
SBARAGLI Kristian,17,6,0,11997
DRUCKER Jempy,17,7,0,11997
MODOLO Sacha,17,8,0,11997
VENDRAME Andrea,17,9,0,11997
GONÇALVES José,17,10,0,11997
GIBBONS Ryan,17,11,0,11997
MOHORIČ Matej,17,12,0,11997
MORI Manuele,17,13,0,11997
MARCATO Marco,17,14,0,11997
GENIEZ Alexandre,17,15,0,11997
MAESTRI Mirco,17,16,0,11997
GAVAZZI Francesco,17,17,0,11997
JAUREGUI Quentin,17,18,0,11997
SABATINI Fabio,17,19,0,11997
DENZ Nico,17,20,0,11997
OOMEN Sam,17,21,0,11997
PFINGSTEN Christoph,17,22,0,11997
MØRKØV Michael,17,23,0,11997
BARBIN Enrico,17,24,0,11997
PANTANO Jarlinson,17,25,0,11997
FROOME Chris,17,26,0,11997
DUMOULIN Tom,17,27,0,11997
YATES Simon,17,28,0,11997
PINOT Thibaut,17,29,0,11997
MONTAGUTI Matteo,17,30,0,11997
CARAPAZ Richard,17,31,0,11997
FORMOLO Davide,17,32,0,11997
BILBAO Pello,17,33,0,11997
BEWLEY Sam,17,34,0,11997
VENTOSO Francisco José,17,35,0,11997
CHEREL Mikaël,17,36,0,11997
KONRAD Patrick,17,37,0,11997
BENNETT George,17,38,0,11997
BETANCUR Carlos,17,39,0,11997
KING Ben,17,40,0,11997
ŠTYBAR Zdeněk,17,41,0,11997
O'CONNOR Ben,17,42,0,11997
POZZOVIVO Domenico,17,43,0,11997
HENAO Sergio,17,44,0,11997
LÓPEZ Miguel Ángel,17,45,0,11997
TURRIN Alex,17,46,0,11997
VISCONTI Giovanni,17,47,0,11997
MASNADA Fausto,17,48,0,11997
HAGA Chad,17,49,0,11997
LADAGNOUS Matthieu,17,50,0,11997
VENTER Jaco,17,51,0,11997
HAMILTON Chris,17,52,0,11997
CAPECCHI Eros,17,53,0,11997
BATTAGLIN Enrico,17,54,0,11997
POELS Wout,17,55,0,11997
DENNIS Rohan,17,56,0,11997
SCHACHMANN Maximilian,17,57,0,11997
VILLELLA Davide,17,58,0,11997
CHAVES Esteban,17,59,0,11997
DE LA PARTE Víctor,17,60,0,11997
BIDARD François,17,61,0,11997
CICCONE Giulio,17,62,0,11997
MOSCA Jacopo,17,63,0,11997
FERNÁNDEZ Rubén,17,64,0,11997
BRAMBILLA Gianluca,17,65,0,11997
QUINTANA Dayer,17,66,0,11997
GROßSCHARTNER Felix,17,67,0,11997
CONTI Valerio,17,68,0,11997
ULISSI Diego,17,69,0,11997
FRANKINY Kilian,17,70,0,11997
PREIDLER Georg,17,71,0,11997
TEN DAM Laurens,17,72,0,11997
HIRT Jan,17,73,0,11997
SÁNCHEZ Luis León,17,74,0,11997
DUPONT Hubert,17,75,0,11997
